player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Pharaoh Brown,12247,TE,NE,6,8.7,2,100.0,,0,0,0,0.0,0,3,19,0,70.5,65.8,81.8,76.5,78.9,81.8,27,0,58,21.2,7,33,0,3,75.8,25,3.0,1,158.3,3,1,9.1,3,86,60,20.0,28.7,3.44
Andrei Iosivas,109811,WR,CIN,5,11.0,0,66.7,,0,0,0,0.0,0,1,7,0,68.3,64.0,57.6,,60.5,0.0,0,0,9,0.0,0,33,0,2,93.9,31,18.2,6,113.9,3,1,81.8,27,12,-2,-1.0,6.0,0.39
Chase Brown,77787,HB,CIN,4,-1.7,0,100.0,,0,0,0,0.0,0,0,7,0,70.5,68.7,52.7,,61.7,0.0,0,0,8,0.0,0,6,0,3,100.0,6,16.7,1,79.2,3,0,33.3,2,7,12,4.0,2.3,1.17
Joshua Kelley,13750,HB,LAC,4,2.3,0,33.3,0.0,0,1,0,50.0,1,0,27,0,28.8,83.8,53.1,28.7,37.9,0.0,0,0,5,35.7,41,115,0,1,59.1,68,7.0,8,42.4,3,0,3.5,4,5,6,6.0,5.0,0.07
Melvin Gordon III,9448,HB,BLT,2,5.3,1,100.0,,0,0,0,0.0,0,3,3,0,72.1,75.6,69.9,36.9,87.0,0.0,0,0,23,23.8,5,21,0,3,71.4,15,0.0,0,118.8,3,0,4.8,1,46,30,10.0,15.3,3.07
Alec Ingold,34934,FB,MIA,6,9.3,0,100.0,,0,0,0,0.0,0,3,17,0,70.5,68.7,54.8,78.3,59.4,28.0,21,0,23,20.0,15,75,0,3,77.3,58,28.0,21,118.8,3,0,18.7,14,57,29,9.7,19.0,0.98
Mitchell Wilcox,47234,TE,CIN,6,1.7,0,100.0,,0,0,0,0.0,0,0,7,0,70.5,67.9,46.9,74.0,45.0,86.5,32,0,7,10.8,4,37,0,3,83.8,31,5.4,2,90.3,3,0,8.1,3,17,12,4.0,5.7,0.55
Lawrence Cager,34914,TE,NYG,3,1.0,0,100.0,,0,0,0,0.0,0,1,21,0,68.3,64.0,54.7,70.2,53.7,45.0,9,0,9,5.0,1,20,0,2,65.0,13,30.0,6,102.1,2,0,15.0,3,17,15,7.5,8.5,1.31
Jordan Mason,62946,HB,SF,3,6.0,0,50.0,,0,0,0,0.0,0,1,28,0,64.7,77.5,86.6,16.7,66.0,0.0,0,0,13,7.1,1,14,0,1,92.9,13,0.0,0,70.8,2,0,0.0,0,13,5,5.0,13.0,1.0
JaMycal Hasty,25582,HB,JAX,2,14.0,0,0.0,,0,0,0,,0,0,15,0,,,58.9,,57.6,0.0,0,0,0,0.0,0,3,0,0,100.0,3,0.0,0,39.6,2,0,33.3,1,0,0,,,0.0
Cordarrelle Patterson,7810,HB,ATL,3,3.5,0,100.0,,0,0,0,0.0,0,1,2,0,68.3,69.8,61.2,,65.9,0.0,0,0,7,0.0,0,15,0,2,100.0,15,20.0,3,93.8,2,0,40.0,6,13,6,3.0,6.5,0.87
David Wells,34985,TE,TB,4,0.0,1,100.0,,0,0,0,0.0,0,1,30,1,68.3,13.3,46.5,78.9,37.8,60.0,9,0,1,26.7,4,15,0,2,73.3,11,13.3,2,79.2,2,0,13.3,2,-10,-10,-5.0,-5.0,-0.91
Rakim Jarrett,129519,WR,TB,5,0.5,0,100.0,,0,0,0,0.0,0,0,30,0,68.3,66.2,49.8,,54.5,0.0,0,0,7,0.0,0,20,0,2,100.0,20,30.0,6,87.5,2,0,70.0,14,10,9,4.5,5.0,0.5
Damien Harris,35134,HB,BUF,5,0.0,0,100.0,,0,0,0,0.0,0,0,4,0,68.3,78.8,76.5,85.3,57.3,0.0,0,0,13,33.3,9,27,0,2,55.6,15,11.1,3,100.0,2,0,3.7,1,16,16,8.0,8.0,1.07
Adam Prentice,35639,FB,NO,5,2.5,0,50.0,,0,0,1,50.0,1,0,20,0,28.8,13.3,36.5,17.2,34.8,3.6,1,0,5,3.6,1,28,1,1,96.4,27,0.0,0,56.3,2,0,7.1,2,5,6,6.0,5.0,0.19
Boston Scott,39462,HB,PHI,3,2.0,0,100.0,,0,0,0,0.0,0,1,24,0,68.3,72.9,82.2,74.3,65.3,0.0,0,0,14,16.7,2,12,0,2,83.3,10,8.3,1,110.4,2,0,8.3,1,21,17,8.5,10.5,2.1
Amari Rodgers,61212,WR,IND,2,19.5,0,0.0,,0,0,0,100.0,1,0,14,0,27.9,,44.0,,45.2,0.0,0,0,0,0.0,0,21,0,0,100.0,21,14.3,3,39.6,2,0,85.7,18,0,0,,,0.0
Ko Kieft,41372,TE,TB,5,20.5,0,0.0,0.0,0,1,0,,0,0,30,0,,,53.9,73.7,39.6,67.6,25,0,0,32.4,12,37,0,0,67.6,25,10.8,4,39.6,2,0,10.8,4,0,0,,,0.0
Jamaal Williams,11889,HB,NO,2,-2.5,0,100.0,,0,0,0,0.0,0,0,20,0,68.3,28.3,50.9,59.1,55.2,0.0,0,0,5,12.1,4,33,0,2,87.9,29,0.0,0,81.3,2,0,0.0,0,7,12,6.0,3.5,0.24
Peyton Hendershot,60915,TE,DAL,3,10.0,0,50.0,,0,0,0,50.0,1,0,9,0,28.8,64.6,41.0,80.3,39.9,41.3,19,0,3,13.0,6,46,0,1,84.8,39,52.2,24,56.3,2,0,2.2,1,3,1,1.0,3.0,0.08
Ke'Shawn Vaughn,45866,HB,TB,2,1.5,0,50.0,50.0,1,2,0,0.0,0,0,30,0,64.7,76.0,57.7,73.4,55.3,0.0,0,0,3,7.7,1,13,0,1,84.6,11,7.7,1,56.3,2,0,0.0,0,3,1,1.0,3.0,0.27
Trevon Wesco,42018,TE,TEN,6,6.0,0,50.0,,0,0,0,50.0,1,1,31,0,28.8,61.2,46.2,64.0,44.4,91.8,56,0,21,62.3,38,61,2,1,36.1,22,6.6,4,87.5,2,0,1.6,1,21,13,13.0,21.0,0.95
Stone Smartt,60492,TE,LAC,4,18.0,0,50.0,,0,0,0,0.0,0,1,27,0,64.7,61.2,45.7,31.7,60.6,54.3,19,0,24,11.4,4,35,1,1,85.7,30,20.0,7,93.8,2,0,20.0,7,24,3,3.0,24.0,0.8
Equanimeous St. Brown,47967,WR,CHI,2,8.5,0,50.0,,0,0,0,0.0,0,1,6,0,64.7,61.2,59.7,,60.7,2.8,1,0,21,0.0,0,36,0,1,97.2,35,11.1,4,87.5,2,0,86.1,31,21,1,1.0,21.0,0.6
Robbie Chosen,11254,WR,MIA,4,31.5,0,50.0,,0,0,0,0.0,0,1,17,0,64.7,61.2,60.1,,62.3,0.0,0,1,68,0.0,0,38,0,1,92.1,35,13.2,5,95.8,2,1,86.8,33,68,26,26.0,68.0,1.94
Elijah Dotson,57394,HB,LAC,2,-1.5,0,100.0,,0,0,0,0.0,0,0,27,0,68.3,70.0,54.8,,62.7,0.0,0,0,7,0.0,0,5,0,2,100.0,5,0.0,0,93.8,2,0,20.0,1,13,16,8.0,6.5,2.6
Jimmy Graham,5619,TE,NO,6,7.5,0,50.0,100.0,1,1,0,0.0,0,1,20,0,64.7,61.2,50.8,27.0,51.1,26.7,16,0,8,5.0,3,60,1,1,88.3,53,53.3,32,100.0,2,1,20.0,12,8,0,0.0,8.0,0.15
Chris Manhertz,10211,TE,DEN,6,8.0,0,50.0,0.0,0,1,0,0.0,0,1,10,0,64.7,61.2,53.2,55.1,53.5,75.0,39,0,10,48.1,25,52,1,1,48.1,25,13.5,7,64.6,2,0,5.8,3,10,7,7.0,10.0,0.4
J.K. Dobbins,57366,HB,BLT,1,0.0,1,100.0,,0,0,0,0.0,0,0,3,0,70.5,73.2,53.5,48.2,65.9,0.0,0,0,10,11.1,2,18,0,2,77.8,14,5.6,1,97.9,2,0,5.6,1,15,15,7.5,7.5,1.07
Anthony McFarland Jr.,57289,HB,PIT,1,1.0,0,100.0,,0,0,0,0.0,0,1,25,0,68.3,70.2,66.8,68.5,73.9,0.0,0,0,6,20.0,1,5,0,2,80.0,4,0.0,0,89.6,2,0,20.0,1,11,9,4.5,5.5,2.75
Isaiah Spiller,99146,HB,LAC,3,-1.0,2,100.0,,0,0,0,0.0,0,1,27,0,68.3,72.9,56.2,25.7,67.7,0.0,0,0,10,33.3,9,27,0,2,63.0,17,0.0,0,97.9,2,0,7.4,2,15,17,8.5,7.5,0.88
Jamison Crowder,9538,WR,WAS,2,8.5,0,100.0,100.0,1,1,0,0.0,0,2,32,0,68.3,78.7,80.7,,77.2,0.0,0,0,11,0.0,0,9,0,2,100.0,9,100.0,9,110.4,2,0,0.0,0,21,4,2.0,10.5,2.33
Charlie Jones,55038,WR,CIN,1,3.0,0,50.0,,0,0,0,50.0,1,1,7,0,28.9,77.0,58.6,,58.8,0.0,0,0,6,0.0,0,3,0,1,100.0,3,66.7,2,56.3,2,0,33.3,1,6,7,7.0,6.0,2.0
Mecole Hardman Jr.,42683,WR,NYJ,4,6.0,0,50.0,,0,0,0,0.0,0,0,22,0,64.7,61.2,51.9,,52.2,0.0,0,0,6,0.0,0,24,0,1,87.5,21,62.5,15,56.3,2,0,37.5,9,6,1,1.0,6.0,0.29
Patrick Ricard,48862,FB,BLT,6,1.5,0,100.0,,0,0,0,0.0,0,1,3,0,68.3,64.0,68.2,76.4,53.7,75.6,34,0,14,33.3,15,45,1,2,62.2,28,6.7,3,102.1,2,0,4.4,2,17,14,7.0,8.5,0.61
Tucker Kraft,104034,TE,GB,5,-1.0,0,100.0,,0,0,0,0.0,0,0,12,0,68.3,64.0,41.9,76.6,46.7,90.0,27,0,6,23.3,7,30,1,2,73.3,22,10.0,3,79.2,2,0,0.0,0,5,7,3.5,2.5,0.23
Khari Blasingame,44889,FB,CHI,6,1.5,0,50.0,,0,0,0,0.0,0,0,6,0,64.7,72.5,62.0,33.7,53.3,6.9,2,0,1,27.6,8,29,0,1,69.0,20,6.9,2,56.3,2,0,24.1,7,1,1,1.0,1.0,0.05
Xavier Hutchinson,122518,WR,HST,4,10.5,0,50.0,0.0,0,1,0,0.0,0,1,13,0,64.7,66.7,51.7,,51.2,0.0,0,0,9,0.0,0,32,0,1,100.0,32,53.1,17,62.5,2,0,46.9,15,9,2,2.0,9.0,0.28
Miles Boykin,48209,WR,PIT,5,5.0,0,50.0,0.0,0,1,0,0.0,0,0,25,0,64.7,61.2,55.0,,55.3,0.0,0,0,5,0.0,0,15,0,1,93.3,14,0.0,0,56.3,2,0,100.0,15,5,0,0.0,5.0,0.36
Sean Tucker,123056,HB,TB,3,-1.0,0,100.0,,0,0,0,0.0,0,0,30,0,68.3,76.2,55.8,73.0,59.6,0.0,0,0,6,6.7,1,15,0,2,86.7,13,6.7,1,85.4,2,0,0.0,0,9,11,5.5,4.5,0.69
Will Mallory,77888,TE,IND,2,13.5,0,100.0,100.0,1,1,0,0.0,0,2,14,0,68.3,64.0,72.2,,71.5,37.5,6,0,43,0.0,0,16,0,2,100.0,16,50.0,8,118.8,2,0,12.5,2,49,22,11.0,24.5,3.06
Jakob Johnson,32565,FB,LV,6,2.5,1,50.0,,0,0,0,50.0,1,0,23,0,28.8,61.2,52.8,81.3,49.1,16.2,6,0,12,24.3,9,37,0,1,73.0,27,0.0,0,68.8,2,0,18.9,7,12,11,11.0,12.0,0.44
Tyquan Thornton,78092,WR,NE,1,26.0,0,50.0,100.0,1,1,0,0.0,0,0,19,0,64.7,61.2,53.2,,53.4,0.0,0,0,6,0.0,0,19,0,1,94.7,18,21.1,4,56.3,2,0,78.9,15,6,-1,-1.0,6.0,0.33
Eric Gray,99143,HB,NYG,1,-6.0,0,100.0,,0,0,0,0.0,0,0,21,0,64.7,29.4,54.5,73.4,55.0,0.0,0,0,1,6.3,1,16,0,1,93.8,15,6.3,1,79.2,1,0,6.3,1,1,7,7.0,1.0,0.07
Ben Sims,77918,TE,GB,4,0.0,1,100.0,,0,0,0,0.0,0,1,12,0,64.7,61.2,68.9,55.7,75.3,72.7,8,0,12,45.5,5,11,0,1,45.5,5,0.0,0,116.7,1,0,18.2,2,12,12,12.0,12.0,2.4
Velus Jones Jr.,40573,WR,CHI,4,5.0,0,100.0,,0,0,0,0.0,0,0,6,0,64.7,72.7,61.0,,57.0,0.0,0,0,5,0.0,0,7,0,1,100.0,7,14.3,1,87.5,1,0,85.7,6,5,0,0.0,5.0,0.71
Kwamie Lassiter II,23226,WR,CIN,1,-2.0,0,100.0,,0,0,0,0.0,0,0,7,0,64.7,61.2,58.4,,60.1,0.0,0,0,2,0.0,0,2,0,1,100.0,2,0.0,0,79.2,1,0,100.0,2,2,4,4.0,2.0,1.0
Desmond Ridder,55086,QB,ATL,6,-7.0,0,100.0,,0,0,0,0.0,0,0,2,3,,47.3,46.8,61.3,,0.0,0,0,-6,0.4,1,247,3,1,0.0,0,0.0,0,79.2,1,0,0.0,0,-6,1,1.0,-6.0,
Antoine Green,77985,WR,DET,4,1.0,0,100.0,,0,0,0,0.0,0,0,11,0,64.7,61.2,53.7,,53.6,0.0,0,0,2,0.0,0,20,0,1,95.0,19,50.0,10,79.2,1,0,50.0,10,2,1,1.0,2.0,0.11
Donovan Smith,9467,T,KC,6,0.0,0,100.0,,0,0,2,0.0,0,0,16,0,67.6,62.3,56.3,64.0,66.9,0.0,0,0,0,100.0,269,269,4,1,0.0,0,0.0,0,79.2,1,0,0.0,0,0,0,0.0,0.0,
Phillip Dorsett,9462,WR,DEN,1,22.0,0,0.0,,0,0,0,,0,0,10,0,,,41.5,,44.9,0.0,0,0,0,0.0,0,5,0,0,100.0,5,40.0,2,39.6,1,0,60.0,3,0,0,,,0.0
Quintin Morris,61182,TE,BUF,6,15.0,0,100.0,100.0,1,1,0,0.0,0,1,4,0,28.8,61.2,67.4,68.0,57.9,48.1,13,0,15,22.2,6,27,0,1,66.7,18,18.5,5,158.3,1,1,33.3,9,15,0,0.0,15.0,0.83
Lynn Bowden,61361,WR,NO,3,9.0,0,0.0,,0,0,0,100.0,1,0,20,0,27.9,,39.5,,44.0,0.0,0,0,0,0.0,0,14,0,0,100.0,14,21.4,3,39.6,1,0,78.6,11,0,0,,,0.0
C.J. Stroud,129759,QB,HST,6,-1.0,0,100.0,,0,0,0,0.0,0,0,13,4,,62.3,73.3,61.3,,0.0,0,0,0,0.4,1,251,1,1,0.0,0,0.0,0,79.2,1,0,0.0,0,0,1,1.0,0.0,
Marcedes Lewis,2973,TE,CHI,5,-2.0,0,100.0,,0,0,0,0.0,0,0,6,0,64.7,61.2,75.8,79.6,77.0,100.0,28,0,8,75.0,21,28,1,1,25.0,7,0.0,0,100.0,1,0,0.0,0,8,10,10.0,8.0,1.14
Keith Smith,9302,FB,ATL,6,20.0,0,100.0,,0,0,0,0.0,0,1,2,0,64.7,61.2,54.0,86.4,60.1,6.7,2,0,28,50.0,15,30,0,1,36.7,11,10.0,3,118.8,1,0,10.0,3,28,8,8.0,28.0,2.55
Pierre Strong Jr.,66619,HB,CLV,4,5.0,0,0.0,0.0,0,1,0,100.0,1,0,8,0,28.0,75.3,69.1,79.1,36.3,16.7,3,0,0,27.8,5,18,0,0,61.1,11,5.6,1,39.6,1,0,16.7,3,0,0,,,0.0
Xavier Gipson,104136,WR,NYJ,3,0.0,0,100.0,,0,0,0,0.0,0,0,22,0,64.7,24.1,48.6,,53.1,0.0,0,0,4,0.0,0,18,0,1,88.9,16,38.9,7,83.3,1,0,55.6,10,4,4,4.0,4.0,0.25
Damien Williams,9205,HB,ARZ,1,1.0,1,100.0,,0,0,0,0.0,0,0,1,0,64.7,72.5,74.3,76.4,76.9,0.0,0,0,8,25.0,1,4,0,1,75.0,3,0.0,0,100.0,1,0,0.0,0,8,7,7.0,8.0,2.67
Willie Snead IV,8999,WR,SF,1,6.0,0,100.0,,0,0,0,0.0,0,0,28,0,64.7,61.2,79.0,,77.2,0.0,0,0,9,0.0,0,2,0,1,100.0,2,0.0,0,104.2,1,0,100.0,2,9,3,3.0,9.0,4.5
Johnny Mundt,12206,TE,MIN,5,3.0,1,100.0,,0,0,0,0.0,0,1,18,0,68.3,64.0,63.6,73.6,62.8,72.2,13,0,11,16.7,3,18,0,1,72.2,13,11.1,2,112.5,1,0,16.7,3,11,8,8.0,11.0,0.85
Rashaad Penny,27414,HB,PHI,1,-1.0,0,100.0,,0,0,0,0.0,0,0,24,0,64.7,68.2,52.8,16.9,63.4,0.0,0,0,5,40.0,2,5,1,1,60.0,3,0.0,0,87.5,1,0,0.0,0,5,6,6.0,5.0,1.67
Ben Bredeson,27305,C,NYG,5,4.0,0,100.0,,0,0,0,0.0,0,0,21,0,67.6,,42.3,47.4,63.2,0.0,0,0,0,100.0,214,214,3,1,0.0,0,0.0,0,79.2,1,0,0.0,0,0,-4,-4.0,0.0,
Andrew Beck,47121,FB,HST,6,4.0,0,0.0,,0,0,0,,0,0,13,0,64.7,68.6,55.1,83.1,45.0,43.9,25,0,0,24.6,14,57,0,0,70.2,40,12.3,7,39.6,1,0,10.5,6,0,0,,,0.0
Colton Dowell,63721,WR,TEN,2,39.0,0,0.0,,0,0,0,,0,0,31,0,,,53.2,,55.7,0.0,0,1,0,0.0,0,8,0,0,100.0,8,0.0,0,0.0,1,0,100.0,8,0,0,,,0.0
Jake Funk,45835,HB,IND,1,0.0,0,100.0,,0,0,0,0.0,0,1,14,0,64.7,66.7,63.5,36.0,66.5,0.0,0,0,12,18.2,2,11,0,1,72.7,8,9.1,1,116.7,1,0,0.0,0,12,12,12.0,12.0,1.5
Cody Thompson,48152,WR,SEA,5,7.0,0,100.0,,0,0,0,0.0,0,0,29,0,64.7,61.2,56.0,,55.8,0.0,0,0,10,0.0,0,6,0,1,100.0,6,16.7,1,108.3,1,0,83.3,5,10,3,3.0,10.0,1.67
Devine Ozigbo,45903,HB,DET,1,2.0,1,100.0,,0,0,0,0.0,0,0,11,0,64.7,68.2,66.0,,80.1,0.0,0,0,8,0.0,0,2,0,1,100.0,2,0.0,0,100.0,1,0,0.0,0,8,6,6.0,8.0,4.0
Gunner Olszewski,95015,WR,PIT,2,-1.0,0,100.0,,0,0,0,0.0,0,0,25,1,64.7,9.8,28.1,,29.9,0.0,0,0,0,0.0,0,3,0,1,100.0,3,33.3,1,79.2,1,0,66.7,2,0,1,1.0,0.0,0.0
Geno Smith,7820,QB,SEA,5,8.0,0,100.0,,0,0,0,0.0,0,0,29,0,,90.0,77.6,,,0.0,0,0,-2,0.0,0,198,2,1,0.0,0,0.0,0,79.2,1,0,0.5,1,-2,-10,-10.0,-2.0,
Erik Ezukanma,78148,WR,MIA,2,6.0,0,0.0,,0,0,0,,0,0,17,0,,68.6,60.3,,55.5,0.0,0,0,0,0.0,0,14,0,0,92.9,13,35.7,5,39.6,1,0,50.0,7,0,0,,,0.0
Raheem Blackshear,57385,HB,CAR,1,-1.0,0,100.0,,0,0,0,0.0,0,0,5,0,64.7,71.5,64.3,,58.8,0.0,0,0,4,0.0,0,6,0,1,100.0,6,0.0,0,83.3,1,0,16.7,1,4,5,5.0,4.0,0.67
Emanuel Wilson,154173,HB,GB,2,1.0,0,100.0,,0,0,0,0.0,0,0,12,0,64.7,71.9,58.5,,52.8,0.0,0,0,6,0.0,0,6,0,1,83.3,5,0.0,0,91.7,1,0,33.3,2,6,5,5.0,6.0,1.2
Hunter Luepke,91319,FB,DAL,5,3.0,1,100.0,,0,0,0,0.0,0,1,9,0,64.7,69.8,65.2,68.5,62.4,7.7,1,0,12,7.7,1,13,0,1,84.6,11,0.0,0,116.7,1,0,0.0,0,12,9,9.0,12.0,1.09
Evan Hull,97302,HB,IND,1,2.0,0,100.0,,0,0,0,0.0,0,0,14,0,68.3,66.2,65.7,,64.6,0.0,0,0,6,0.0,0,6,0,1,83.3,5,0.0,0,91.7,1,0,0.0,0,6,4,4.0,6.0,1.2
Julian Hill,88685,TE,MIA,4,7.0,0,0.0,,0,0,0,,0,0,17,0,,,43.7,63.7,43.5,51.3,20,0,0,15.4,6,39,1,0,74.4,29,41.0,16,39.6,1,0,7.7,3,0,0,,,0.0
Charlie Kolar,60917,TE,BLT,2,12.0,0,0.0,0.0,0,1,0,100.0,1,0,3,0,27.9,,43.3,72.5,29.8,57.1,4,0,0,28.6,2,7,0,0,71.4,5,28.6,2,39.6,1,0,0.0,0,0,0,,,0.0
Zonovan Knight,97432,HB,DET,2,-5.0,0,100.0,,0,0,0,0.0,0,0,11,0,64.7,70.7,62.1,76.7,62.6,0.0,0,0,8,20.0,1,5,0,1,80.0,4,0.0,0,100.0,1,0,0.0,0,8,13,13.0,8.0,2.0
Payne Durham,84037,TE,TB,1,3.0,0,100.0,,0,0,0,0.0,0,1,30,0,64.7,61.2,90.4,70.2,76.8,50.0,2,0,8,25.0,1,4,0,1,75.0,3,50.0,2,100.0,1,0,0.0,0,8,5,5.0,8.0,2.67
Giovanni Ricci,13756,TE,CAR,2,-1.0,0,100.0,,0,0,0,0.0,0,0,5,0,64.7,61.2,50.9,70.2,58.2,16.7,1,0,2,16.7,1,6,0,1,83.3,5,50.0,3,79.2,1,0,0.0,0,2,3,3.0,2.0,0.4
Reggie Gilliam,40951,FB,BUF,6,1.0,0,100.0,,0,0,0,0.0,0,0,4,0,64.7,61.2,61.4,40.2,52.8,18.8,3,0,3,25.0,4,16,1,1,75.0,12,50.0,8,79.2,1,0,0.0,0,3,2,2.0,3.0,0.25
Trent Taylor,11932,WR,CHI,3,4.0,0,0.0,0.0,0,1,0,,0,0,6,0,,78.5,51.0,,51.5,0.0,0,0,0,0.0,0,24,0,0,95.8,23,75.0,18,39.6,1,0,25.0,6,0,0,,,0.0
Chris Evans,27303,HB,CIN,3,-2.0,0,100.0,,0,0,0,0.0,0,0,7,0,64.7,70.1,54.7,13.6,55.8,0.0,0,0,-1,25.0,2,8,0,1,75.0,6,12.5,1,79.2,1,0,25.0,2,-1,1,1.0,-1.0,-0.17
Michael Burton,9601,FB,DEN,6,3.0,0,100.0,100.0,1,1,0,0.0,0,1,10,0,64.7,69.4,67.9,82.2,52.9,14.8,4,0,3,25.9,7,27,0,1,66.7,18,11.1,3,79.2,1,0,29.6,8,3,0,0.0,3.0,0.17
Greg Dortch,42237,WR,ARZ,3,42.0,0,0.0,,0,0,0,,0,0,1,0,,80.5,52.7,,53.3,0.0,0,0,0,0.0,0,15,0,0,100.0,15,80.0,12,39.6,1,0,20.0,3,0,0,,,0.0
Darrynton Evans,40692,HB,CHI,1,-2.0,0,100.0,,0,0,0,0.0,0,0,6,0,64.7,73.1,60.4,65.8,59.7,0.0,0,0,2,38.5,5,13,0,1,61.5,8,0.0,0,79.2,1,0,0.0,0,2,4,4.0,2.0,0.25
